ID CT,ID BO,ID ME,ID ONG NOI,ID BA NOI,ID ONG NGOAI,ID BA NGOAI,SL BA NGOAI,SL ONG NGOAI,SL BA NOI,SL ONG NOI,SL ME,SL BO,SL CT
21333031012,21222020007,21222391033,21111020016,21111231012,21111400103,21111031036,6,5,5,6,5,5,
21333031013,21222020007,21222051006,21111020016,21111231012,21111030033,21111221108,4,6,5,6,0,5,
21333031016,21222020007,21222391033,21111020016,21111231012,21111400103,21111031036,6,5,5,6,5,5,
21333031020,21222020007,21222081052,21111020016,21111231012,21111050070,21111311155,5,5,5,6,5,5,
21333031022,21222020007,21222341015,21111020016,21111231012,21111350135,21111251014,0,5,5,6,1,5,
21333031025,21222020007,21222161044,21111020016,21111231012,21111120158,21111351059,4,5,5,6,4,5,
21333031031,21222020007,21222201043,21111020016,21111231012,21111230081,21111351042,2,5,5,6,6,5,
21333031032,21222020007,21222051006,21111020016,21111231012,21111030033,21111221108,4,6,5,6,0,5,
21333031034,21222020007,21222081052,21111020016,21111231012,21111050070,21111311155,5,5,5,6,5,5,
21333031035,21222020007,21222161044,21111020016,21111231012,21111120158,21111351059,4,5,5,6,4,5,
21333031040,21222020007,21222081052,21111020016,21111231012,21111050070,21111311155,5,5,5,6,5,5,
21333031043,21222020007,21222161044,21111020016,21111231012,21111120158,21111351059,4,5,5,6,4,5,
21333031048,21222020007,21222391033,21111020016,21111231012,21111400103,21111031036,6,5,5,6,5,5,
21333031053,21222020007,21222081052,21111020016,21111231012,21111050070,21111311155,5,5,5,6,5,5,
21333031054,21222020007,21222161044,21111020016,21111231012,21111120158,21111351059,4,5,5,6,4,5,
21333031060,21222020007,21222161044,21111020016,21111231012,21111120158,21111351059,4,5,5,6,4,5,
21333031062,21222020007,21222081052,21111020016,21111231012,21111050070,21111311155,5,5,5,6,5,5,
21333031063,21222020007,21222501048,21111020016,21111231012,21111510127,21111181047,1,5,5,6,3,5,
21333031068,21222020007,21222161044,21111020016,21111231012,21111120158,21111351059,4,5,5,6,4,5,
21333031069,21222020007,21222161044,21111020016,21111231012,21111120158,21111351059,4,5,5,6,4,5,
21333031080,21222020007,21222081052,21111020016,21111231012,21111050070,21111311155,5,5,5,6,5,5,
21333041005,21222030075,21222421065,21111020046,21111321025,21111450089,21111021077,5,4,1,6,5,5,
21333041008,21222030075,21222341007,21111020046,21111321025,21111350135,21111071146,7,5,1,6,4,5,
21333041013,21222030075,21222451058,21111020046,21111321025,21111490049,21111231135,6,4,1,6,6,5,
21333041017,21222030075,21222501011,21111020046,21111321025,21111510127,21111181047,1,5,1,6,5,5,
21333041018,21222030075,21222451058,21111020046,21111321025,21111490049,21111231135,6,4,1,6,6,5,
21333041026,21222030075,21222461060,21111020046,21111321025,21111490013,21111321105,5,4,1,6,3,5,
21333041038,21222030075,21222451058,21111020046,21111321025,21111490049,21111231135,6,4,1,6,6,5,
21333041041,21222030075,21222461060,21111020046,21111321025,21111490013,21111321105,5,4,1,6,3,5,
21333041067,21222030075,21222501011,21111020046,21111321025,21111510127,21111181047,1,5,1,6,5,5,
21333041068,21222030075,21222501011,21111020046,21111321025,21111510127,21111181047,1,5,1,6,5,5,
21333041069,21222030075,21222501011,21111020046,21111321025,21111510127,21111181047,1,5,1,6,5,5,
21333041071,21222030075,21222281027,21111020046,21111321025,21111310019,21111401028,5,5,1,6,6,5,
21333041072,21222030075,21222451058,21111020046,21111321025,21111490049,21111231135,6,4,1,6,6,5,
21333041074,21222030075,21222051050,21111020046,21111321025,21111030033,21111351160,5,6,1,6,6,5,
21333051002,21222040017,21222161032,21111020115,21111171155,21111120158,21111131155,5,5,5,6,6,5,
21333051007,21222040017,21222341008,21111020115,21111171155,21111350135,21111071146,7,5,5,6,6,5,
21333051008,21222040017,21222281033,21111020115,21111171155,21111310019,21111151161,5,5,5,6,0,5,
21333051014,21222040017,21222341008,21111020115,21111171155,21111350135,21111071146,7,5,5,6,6,5,
21333051015,21222040017,21222341008,21111020115,21111171155,21111350135,21111071146,7,5,5,6,6,5,
21333051017,21222040017,21222201019,21111020115,21111171155,21111230081,21111411027,5,5,5,6,6,5,
21333051021,21222040017,21222101003,21111020115,21111171155,21111080034,21111051162,5,5,5,6,6,5,
21333051030,21222040017,21222451014,21111020115,21111171155,21111490049,21111441138,5,4,5,6,0,5,
21333051032,21222040017,21222341008,21111020115,21111171155,21111350135,21111071146,7,5,5,6,6,5,
21333051035,21222040017,21222421063,21111020115,21111171155,21111450089,21111451044,6,4,5,6,6,5,
21333051047,21222040017,21222421063,21111020115,21111171155,21111450089,21111451044,6,4,5,6,6,5,
21333051048,21222040017,21222161032,21111020115,21111171155,21111120158,21111131155,5,5,5,6,6,5,
21333051049,21222040017,21222391029,21111020115,21111171155,21111400103,21111121041,6,5,5,6,6,5,
21333051062,21222040017,21222241011,21111020115,21111171155,21111250114,21111131052,7,5,5,6,7,5,
21333051077,21222040017,21222081004,21111020115,21111171155,21111050070,21111261070,6,5,5,6,5,5,
21333051080,21222040017,21222341008,21111020115,21111171155,21111350135,21111071146,7,5,5,6,6,5,
21333051083,21222040017,21222341008,21111020115,21111171155,21111350135,21111071146,7,5,5,6,6,5,
21333051087,21222040017,21222421063,21111020115,21111171155,21111450089,21111451044,6,4,5,6,6,5,
21333060080,21222040024,21222101008,21111020115,21111361028,21111080034,21111051162,5,5,4,6,5,5,
21333061003,21222040024,21222281014,21111020115,21111361028,21111310019,21111341063,5,5,4,6,5,5,
21333061008,21222040024,21222081007,21111020115,21111361028,21111050070,21111221088,6,5,4,6,5,5,
21333061009,21222040024,21222081007,21111020115,21111361028,21111050070,21111221088,6,5,4,6,5,5,
21333061010,21222040024,21222391009,21111020115,21111361028,21111400103,21111191093,6,5,4,6,1,5,
21333061034,21222040024,21222081007,21111020115,21111361028,21111050070,21111221088,6,5,4,6,5,5,
21333061040,21222040024,21222391009,21111020115,21111361028,21111400103,21111191093,6,5,4,6,1,5,
21333061043,21222040024,21222081007,21111020115,21111361028,21111050070,21111221088,6,5,4,6,5,5,
21333061045,21222040024,21222081007,21111020115,21111361028,21111050070,21111221088,6,5,4,6,5,5,
21333061059,21222040024,21222391009,21111020115,21111361028,21111400103,21111191093,6,5,4,6,1,5,
21333061063,21222040024,21222391009,21111020115,21111361028,21111400103,21111191093,6,5,4,6,1,5,
21333061064,21222040024,21222081007,21111020115,21111361028,21111050070,21111221088,6,5,4,6,5,5,
21333071010,21222130048,21222081015,21111110082,21111501136,21111050070,21111261070,6,5,5,4,7,5,
21333071015,21222130048,21222051008,21111110082,21111501136,21111030033,21111261111,5,6,5,4,6,5,
21333071023,21222130048,21222391055,21111110082,21111501136,21111400103,21111121041,6,5,5,4,4,5,
21333071032,21222130048,21222451077,21111110082,21111501136,21111490049,21111071074,1,4,5,4,7,5,
21333071037,21222130048,21222051008,21111110082,21111501136,21111030033,21111261111,5,6,5,4,6,5,
21333071040,21222130048,21222101044,21111110082,21111501136,21111080034,21111311130,6,5,5,4,5,5,
21333071041,21222130048,21222081015,21111110082,21111501136,21111050070,21111261070,6,5,5,4,7,5,
21333071042,21222130048,21222451077,21111110082,21111501136,21111490049,21111071074,1,4,5,4,7,5,
21333071075,21222130048,21222051008,21111110082,21111501136,21111030033,21111261111,5,6,5,4,6,5,
21333071106,21222130048,21222241036,21111110082,21111501136,21111250114,21111251094,6,5,5,4,5,5,
21333071109,21222130048,21222241036,21111110082,21111501136,21111250114,21111251094,6,5,5,4,5,5,
21333080046,21222150039,21222101053,21111120103,21111221013,21111080034,21111511046,7,5,2,5,6,4,
21333081004,21222150039,21222391006,21111120103,21111221013,21111400103,21111241049,5,5,2,5,5,4,
21333081005,21222150039,21222421060,21111120103,21111221013,21111450089,21111071084,5,4,2,5,6,4,
21333081012,21222150039,21222241003,21111120103,21111221013,21111250114,21111091053,7,5,2,5,6,4,
21333081017,21222150039,21222101053,21111120103,21111221013,21111080034,21111511046,7,5,2,5,6,4,
21333081019,21222150039,21222261028,21111120103,21111221013,21111290059,21111401092,7,5,2,5,5,4,
21333081021,21222150039,21222261028,21111120103,21111221013,21111290059,21111401092,7,5,2,5,5,4,
21333081022,21222150039,21222101053,21111120103,21111221013,21111080034,21111511046,7,5,2,5,6,4,
21333081026,21222150039,21222491040,21111120103,21111221013,21111510004,21111231048,3,5,2,5,0,4,
21333081030,21222150039,21222451016,21111120103,21111221013,21111490049,21111071074,1,4,2,5,4,4,
21333081033,21222150039,21222421060,21111120103,21111221013,21111450089,21111071084,5,4,2,5,6,4,
21333081034,21222150039,21222081026,21111120103,21111221013,21111050070,21111171108,0,5,2,5,5,4,
21333081038,21222150039,21222101053,21111120103,21111221013,21111080034,21111511046,7,5,2,5,6,4,
21333081041,21222150039,21222491040,21111120103,21111221013,21111510004,21111231048,3,5,2,5,0,4,
21333081046,21222150039,21222391006,21111120103,21111221013,21111400103,21111241049,5,5,2,5,5,4,
21333081048,21222150039,21222331006,21111120103,21111221013,21111340083,21111031129,6,5,2,5,5,4,
21333081050,21222150039,21222081026,21111120103,21111221013,21111050070,21111171108,0,5,2,5,5,4,
21333081051,21222150039,21222421060,21111120103,21111221013,21111450089,21111071084,5,4,2,5,6,4,
21333081056,21222150039,21222051056,21111120103,21111221013,21111030033,21111141099,5,6,2,5,5,4,
21333081057,21222150039,21222331006,21111120103,21111221013,21111340083,21111031129,6,5,2,5,5,4,
21333081058,21222150039,21222241003,21111120103,21111221013,21111250114,21111091053,7,5,2,5,6,4,
21333081063,21222150039,21222331006,21111120103,21111221013,21111340083,21111031129,6,5,2,5,5,4,
21333081067,21222150039,21222241003,21111120103,21111221013,21111250114,21111091053,7,5,2,5,6,4,
21333081069,21222150039,21222081026,21111120103,21111221013,21111050070,21111171108,0,5,2,5,5,4,
21333081070,21222150039,21222081026,21111120103,21111221013,21111050070,21111171108,0,5,2,5,5,4,
21333081072,21222150039,21222201038,21111120103,21111221013,21111230081,21111411027,5,5,2,5,2,4,
21333081073,21222150039,21222051056,21111120103,21111221013,21111030033,21111141099,5,6,2,5,5,4,
21333081074,21222150039,21222101053,21111120103,21111221013,21111080034,21111511046,7,5,2,5,6,4,
21333081079,21222150039,21222331006,21111120103,21111221013,21111340083,21111031129,6,5,2,5,5,4,
21333081080,21222150039,21222451016,21111120103,21111221013,21111490049,21111071074,1,4,2,5,4,4,
21333081083,21222150039,21222101053,21111120103,21111221013,21111080034,21111511046,7,5,2,5,6,4,
21333081085,21222150039,21222331006,21111120103,21111221013,21111340083,21111031129,6,5,2,5,5,4,
21333081086,21222150039,21222241003,21111120103,21111221013,21111250114,21111091053,7,5,2,5,6,4,
21333081091,21222150039,21222451016,21111120103,21111221013,21111490049,21111071074,1,4,2,5,4,4,
21333081093,21222150039,21222331006,21111120103,21111221013,21111340083,21111031129,6,5,2,5,5,4,
21333091003,21222160030,21222451063,21111120158,21111091116,21111490049,21111111079,6,4,6,5,2,5,
21333091004,21222160030,21222421073,21111120158,21111091116,21111450089,21111151041,2,4,6,5,7,5,
21333091008,21222160030,21222421073,21111120158,21111091116,21111450089,21111151041,2,4,6,5,7,5,
21333091010,21222160030,21222421073,21111120158,21111091116,21111450089,21111151041,2,4,6,5,7,5,
21333091015,21222160030,21222081050,21111120158,21111091116,21111050070,21111261070,6,5,6,5,2,5,
21333091022,21222160030,21222421073,21111120158,21111091116,21111450089,21111151041,2,4,6,5,7,5,
21333091023,21222160030,21222201012,21111120158,21111091116,21111230081,21111351042,2,5,6,5,6,5,
21333091026,21222160030,21222451063,21111120158,21111091116,21111490049,21111111079,6,4,6,5,2,5,
21333091034,21222160030,21222081050,21111120158,21111091116,21111050070,21111261070,6,5,6,5,2,5,
21333091041,21222160030,21222081050,21111120158,21111091116,21111050070,21111261070,6,5,6,5,2,5,
21333091044,21222160030,21222081050,21111120158,21111091116,21111050070,21111261070,6,5,6,5,2,5,
21333091063,21222160030,21222421073,21111120158,21111091116,21111450089,21111151041,2,4,6,5,7,5,
21333091065,21222160030,21222201012,21111120158,21111091116,21111230081,21111351042,2,5,6,5,6,5,
21333091075,21222160030,21222081050,21111120158,21111091116,21111050070,21111261070,6,5,6,5,2,5,
21333091082,21222160030,21222201012,21111120158,21111091116,21111230081,21111351042,2,5,6,5,6,5,
21333091090,21222160030,21222421073,21111120158,21111091116,21111450089,21111151041,2,4,6,5,7,5,
21333101001,21222160026,21222391017,21111120158,21111161109,21111400103,21111121041,6,5,6,5,0,5,
21333101007,21222160026,21222281030,21111120158,21111161109,21111310019,21111151161,5,5,6,5,6,5,
21333101013,21222160026,21222281030,21111120158,21111161109,21111310019,21111151161,5,5,6,5,6,5,
21333101015,21222160026,21222081022,21111120158,21111161109,21111050070,21111351128,5,5,6,5,6,5,
21333101018,21222160026,21222421054,21111120158,21111161109,21111450089,21111151041,2,4,6,5,7,5,
21333101032,21222160026,21222081022,21111120158,21111161109,21111050070,21111351128,5,5,6,5,6,5,
21333101039,21222160026,21222491068,21111120158,21111161109,21111510004,21111151006,5,5,6,5,0,5,
21333101049,21222160026,21222101047,21111120158,21111161109,21111080034,21111141072,0,5,6,5,6,5,
21333101063,21222160026,21222491068,21111120158,21111161109,21111510004,21111151006,5,5,6,5,0,5,
21333101073,21222160026,21222391017,21111120158,21111161109,21111400103,21111121041,6,5,6,5,0,5,
21333101074,21222160026,21222331050,21111120158,21111161109,21111340083,21111071152,6,5,6,5,5,5,
21333101076,21222160026,21222391017,21111120158,21111161109,21111400103,21111121041,6,5,6,5,0,5,
21333110082,21222170035,21222091017,21111120091,21111501074,21111070079,21111261066,0,6,6,5,6,5,
21333111002,21222170035,21222451046,21111120091,21111501074,21111490049,21111151030,5,4,6,5,5,5,
21333111010,21222170035,21222391011,21111120091,21111501074,21111400103,21111031036,6,5,6,5,4,5,
21333111014,21222170035,21222331051,21111120091,21111501074,21111340083,21111121151,0,5,6,5,5,5,
21333111016,21222170035,21222391011,21111120091,21111501074,21111400103,21111031036,6,5,6,5,4,5,
21333111017,21222170035,21222491028,21111120091,21111501074,21111510004,21111071043,7,5,6,5,7,5,
21333111020,21222170035,21222041046,21111120091,21111501074,21111020115,21111221128,6,6,6,5,6,5,
21333111032,21222170035,21222391011,21111120091,21111501074,21111400103,21111031036,6,5,6,5,4,5,
21333111035,21222170035,21222451046,21111120091,21111501074,21111490049,21111151030,5,4,6,5,5,5,
21333111036,21222170035,21222091017,21111120091,21111501074,21111070079,21111261066,0,6,6,5,6,5,
21333111044,21222170035,21222041046,21111120091,21111501074,21111020115,21111221128,6,6,6,5,6,5,
21333111062,21222170035,21222421068,21111120091,21111501074,21111450089,21111151041,2,4,6,5,5,5,
21333111083,21222170035,21222391011,21111120091,21111501074,21111400103,21111031036,6,5,6,5,4,5,
21333121002,21222170040,21222421016,21111120091,21111311009,21111450089,21111151041,2,4,5,5,7,5,
21333121003,21222170040,21222091018,21111120091,21111311009,21111070079,21111511053,0,6,5,5,5,5,
21333121004,21222170040,21222421016,21111120091,21111311009,21111450089,21111151041,2,4,5,5,7,5,
21333121005,21222170040,21222421016,21111120091,21111311009,21111450089,21111151041,2,4,5,5,7,5,
21333121006,21222170040,21222091018,21111120091,21111311009,21111070079,21111511053,0,6,5,5,5,5,
21333121012,21222170040,21222281057,21111120091,21111311009,21111310019,21111201089,7,5,5,5,5,5,
21333121013,21222170040,21222421016,21111120091,21111311009,21111450089,21111151041,2,4,5,5,7,5,
21333121028,21222170040,21222201030,21111120091,21111311009,21111230081,21111051017,6,5,5,5,5,5,
21333121032,21222170040,21222331023,21111120091,21111311009,21111340083,21111151108,5,5,5,5,3,5,
21333121033,21222170040,21222091018,21111120091,21111311009,21111070079,21111511053,0,6,5,5,5,5,
21333121034,21222170040,21222421016,21111120091,21111311009,21111450089,21111151041,2,4,5,5,7,5,
21333121038,21222170040,21222201030,21111120091,21111311009,21111230081,21111051017,6,5,5,5,5,5,
21333121039,21222170040,21222281057,21111120091,21111311009,21111310019,21111201089,7,5,5,5,5,5,
21333121041,21222170040,21222281057,21111120091,21111311009,21111310019,21111201089,7,5,5,5,5,5,
21333121042,21222170040,21222421016,21111120091,21111311009,21111450089,21111151041,2,4,5,5,7,5,
21333121046,21222170040,21222421016,21111120091,21111311009,21111450089,21111151041,2,4,5,5,7,5,
21333121050,21222170040,21222281057,21111120091,21111311009,21111310019,21111201089,7,5,5,5,5,5,
21333121056,21222170040,21222281057,21111120091,21111311009,21111310019,21111201089,7,5,5,5,5,5,
21333121057,21222170040,21222041018,21111120091,21111311009,21111020115,21111221128,6,6,5,5,1,5,
21333121068,21222170040,21222041018,21111120091,21111311009,21111020115,21111221128,6,6,5,5,1,5,
21333121079,21222170040,21222201030,21111120091,21111311009,21111230081,21111051017,6,5,5,5,5,5,
21333141001,21222190005,21222271045,21111130032,21111051048,21111290100,21111301014,7,5,0,6,4,4,
21333141005,21222190005,21222271045,21111130032,21111051048,21111290100,21111301014,7,5,0,6,4,4,
21333141020,21222190005,21222491041,21111130032,21111051048,21111510004,21111361110,5,5,0,6,0,4,
21333141050,21222190005,21222201002,21111130032,21111051048,21111230081,21111161071,2,5,0,6,3,4,
21333141053,21222190005,21222491041,21111130032,21111051048,21111510004,21111361110,5,5,0,6,0,4,
21333141056,21222190005,21222381044,21111130032,21111051048,21111040138,21111241097,1,5,0,6,5,4,
21333141064,21222190005,21222201002,21111130032,21111051048,21111230081,21111161071,2,5,0,6,3,4,
21333141067,21222190005,21222201002,21111130032,21111051048,21111230081,21111161071,2,5,0,6,3,4,
21333141070,21222190005,21222271045,21111130032,21111051048,21111290100,21111301014,7,5,0,6,4,4,
21333141076,21222190005,21222091039,21111130032,21111051048,21111070079,21111511053,0,6,0,6,6,4,
21333151007,21222200042,21222241054,21111230081,21111351042,21111250114,21111041160,5,5,2,5,7,5,
21333151013,21222200042,21222491012,21111230081,21111351042,21111510004,21111111014,5,5,2,5,6,5,
21333151017,21222200042,21222491012,21111230081,21111351042,21111510004,21111111014,5,5,2,5,6,5,
21333151018,21222200042,21222271021,21111230081,21111351042,21111290100,21111341085,7,5,2,5,6,5,
21333151025,21222200042,21222491012,21111230081,21111351042,21111510004,21111111014,5,5,2,5,6,5,
21333151028,21222200042,21222241054,21111230081,21111351042,21111250114,21111041160,5,5,2,5,7,5,
21333151035,21222200042,21222041012,21111230081,21111351042,21111020115,21111511115,6,6,2,5,6,5,
21333151038,21222200042,21222241054,21111230081,21111351042,21111250114,21111041160,5,5,2,5,7,5,
21333151051,21222200042,21222491012,21111230081,21111351042,21111510004,21111111014,5,5,2,5,6,5,
21333151054,21222200042,21222141026,21111230081,21111351042,21111110008,21111351067,6,4,2,5,6,5,
21333151057,21222200042,21222191006,21111230081,21111351042,21111130032,21111051048,0,6,2,5,5,5,
21333151060,21222200042,21222141026,21111230081,21111351042,21111110008,21111351067,6,4,2,5,6,5,
21333151063,21222200042,21222191006,21111230081,21111351042,21111130032,21111051048,0,6,2,5,5,5,
21333151081,21222200042,21222141026,21111230081,21111351042,21111110008,21111351067,6,4,2,5,6,5,
21333161002,21222200048,21222451060,21111230081,21111491133,21111490049,21111011053,5,4,1,5,6,5,
21333161004,21222200048,21222451060,21111230081,21111491133,21111490049,21111011053,5,4,1,5,6,5,
21333161008,21222200048,21222491053,21111230081,21111491133,21111510004,21111271078,5,5,1,5,5,5,
21333161010,21222200048,21222091023,21111230081,21111491133,21111070079,21111511053,0,6,1,5,5,5,
21333161015,21222200048,21222241023,21111230081,21111491133,21111250114,21111131052,7,5,1,5,5,5,
21333161019,21222200048,21222041032,21111230081,21111491133,21111020115,21111511115,6,6,1,5,7,5,
21333161020,21222200048,21222091023,21111230081,21111491133,21111070079,21111511053,0,6,1,5,5,5,
21333161021,21222200048,21222241023,21111230081,21111491133,21111250114,21111131052,7,5,1,5,5,5,
21333161044,21222200048,21222041032,21111230081,21111491133,21111020115,21111511115,6,6,1,5,7,5,
21333161047,21222200048,21222091023,21111230081,21111491133,21111070079,21111511053,0,6,1,5,5,5,
21333161052,21222200048,21222141031,21111230081,21111491133,21111110008,21111311034,4,4,1,5,3,5,
21333161056,21222200048,21222041032,21111230081,21111491133,21111020115,21111511115,6,6,1,5,7,5,
21333161058,21222200048,21222141031,21111230081,21111491133,21111110008,21111311034,4,4,1,5,3,5,
21333161061,21222200048,21222091023,21111230081,21111491133,21111070079,21111511053,0,6,1,5,5,5,
21333161062,21222200048,21222491053,21111230081,21111491133,21111510004,21111271078,5,5,1,5,5,5,
21333161066,21222200048,21222191038,21111230081,21111491133,21111130032,21111051048,0,6,1,5,5,5,
21333161072,21222200048,21222191038,21111230081,21111491133,21111130032,21111051048,0,6,1,5,5,5,
21333161078,21222200048,21222091023,21111230081,21111491133,21111070079,21111511053,0,6,1,5,5,5,
21333161079,21222200048,21222491053,21111230081,21111491133,21111510004,21111271078,5,5,1,5,5,5,
21333171004,21222200011,21222381058,21111230081,21111091073,21111040138,21111241097,1,5,6,5,5,5,
21333171012,21222200011,21222381058,21111230081,21111091073,21111040138,21111241097,1,5,6,5,5,5,
21333171017,21222200011,21222491037,21111230081,21111091073,21111510004,21111071043,7,5,6,5,0,5,
21333171023,21222200011,21222191059,21111230081,21111091073,21111130032,21111351047,0,6,6,5,6,5,
21333171028,21222200011,21222491037,21111230081,21111091073,21111510004,21111071043,7,5,6,5,0,5,
21333171033,21222200011,21222071036,21111230081,21111091073,21111050156,21111061108,6,5,6,5,6,5,
21333171037,21222200011,21222271044,21111230081,21111091073,21111290100,21111131027,1,5,6,5,5,5,
21333171039,21222200011,21222241009,21111230081,21111091073,21111250114,21111131052,7,5,6,5,6,5,
21333171040,21222200011,21222241009,21111230081,21111091073,21111250114,21111131052,7,5,6,5,6,5,
21333171045,21222200011,21222191059,21111230081,21111091073,21111130032,21111351047,0,6,6,5,6,5,
21333171046,21222200011,21222271044,21111230081,21111091073,21111290100,21111131027,1,5,6,5,5,5,
21333171053,21222200011,21222271044,21111230081,21111091073,21111290100,21111131027,1,5,6,5,5,5,
21333171056,21222200011,21222271044,21111230081,21111091073,21111290100,21111131027,1,5,6,5,5,5,
21333171059,21222200011,21222381058,21111230081,21111091073,21111040138,21111241097,1,5,6,5,5,5,
21333171065,21222200011,21222271044,21111230081,21111091073,21111290100,21111131027,1,5,6,5,5,5,
21333171074,21222200011,21222381058,21111230081,21111091073,21111040138,21111241097,1,5,6,5,5,5,
21333171076,21222200011,21222091011,21111230081,21111091073,21111070079,21111061092,6,6,6,5,6,5,
21333171079,21222200011,21222041015,21111230081,21111091073,21111020115,21111141111,5,6,6,5,6,5,
21333171083,21222200011,21222191059,21111230081,21111091073,21111130032,21111351047,0,6,6,5,6,5,
21333171088,21222200011,21222071036,21111230081,21111091073,21111050156,21111061108,6,5,6,5,6,5,
21333171095,21222200011,21222191059,21111230081,21111091073,21111130032,21111351047,0,6,6,5,6,5,
21333181027,21222200067,21222041028,21111230081,21111351042,21111020115,21111221128,6,6,2,5,6,5,
21333181029,21222200067,21222271027,21111230081,21111351042,21111290100,21111041140,6,5,2,5,4,5,
21333181030,21222200067,21222411058,21111230081,21111351042,21111430152,21111371131,6,4,2,5,6,5,
21333181032,21222200067,21222411058,21111230081,21111351042,21111430152,21111371131,6,4,2,5,6,5,
21333181038,21222200067,21222381048,21111230081,21111351042,21111040138,21111191105,0,5,2,5,5,5,
21333181039,21222200067,21222191069,21111230081,21111351042,21111130032,21111251132,7,6,2,5,1,5,
21333181058,21222200067,21222411058,21111230081,21111351042,21111430152,21111371131,6,4,2,5,6,5,
21333181059,21222200067,21222411058,21111230081,21111351042,21111430152,21111371131,6,4,2,5,6,5,
21333181065,21222200067,21222041028,21111230081,21111351042,21111020115,21111221128,6,6,2,5,6,5,
21333181067,21222200067,21222041028,21111230081,21111351042,21111020115,21111221128,6,6,2,5,6,5,
21333191006,21222200061,21222451066,21111230081,21111251108,21111490049,21111011053,5,4,5,5,4,5,
21333191008,21222200061,21222041023,21111230081,21111251108,21111020115,21111361028,4,6,5,5,6,5,
21333191017,21222200061,21222041023,21111230081,21111251108,21111020115,21111361028,4,6,5,5,6,5,
21333191018,21222200061,21222091032,21111230081,21111251108,21111070079,21111101033,6,6,5,5,7,5,
21333191020,21222200061,21222381055,21111230081,21111251108,21111040138,21111031040,6,5,5,5,5,5,
21333191038,21222200061,21222491067,21111230081,21111251108,21111510004,21111011005,5,5,5,5,6,5,
21333191042,21222200061,21222091032,21111230081,21111251108,21111070079,21111101033,6,6,5,5,7,5,
21333191044,21222200061,21222451066,21111230081,21111251108,21111490049,21111011053,5,4,5,5,4,5,
21333191058,21222200061,21222041023,21111230081,21111251108,21111020115,21111361028,4,6,5,5,6,5,
21333191061,21222200061,21222451066,21111230081,21111251108,21111490049,21111011053,5,4,5,5,4,5,
21333191062,21222200061,21222231052,21111230081,21111251108,21111240104,21111091063,5,4,5,5,4,5,
21333191068,21222200061,21222071015,21111230081,21111251108,21111050156,21111061108,6,5,5,5,5,5,
21333201004,21222220006,21222071031,21111230109,21111161041,21111050156,21111061108,6,5,7,5,6,4,
21333201007,21222220006,21222271058,21111230109,21111161041,21111290100,21111081167,6,5,7,5,7,4,
21333201011,21222220006,21222141058,21111230109,21111161041,21111110008,21111161117,5,4,7,5,7,4,
21333201014,21222220006,21222491050,21111230109,21111161041,21111510004,21111111014,5,5,7,5,0,4,
21333201016,21222220006,21222071031,21111230109,21111161041,21111050156,21111061108,6,5,7,5,6,4,
21333201021,21222220006,21222041034,21111230109,21111161041,21111020115,21111361028,4,6,7,5,1,4,
21333201023,21222220006,21222091031,21111230109,21111161041,21111070079,21111511053,0,6,7,5,4,4,
21333201028,21222220006,21222271058,21111230109,21111161041,21111290100,21111081167,6,5,7,5,7,4,
21333201029,21222220006,21222321063,21111230109,21111161041,21111330023,21111071167,4,6,7,5,3,4,
